station,elevation,date,T2M_MIN,T2M_MAX,T2M_RANGE,RH2M,WS2M,PS,PRECTOTCORR,frost
Azángaro,3859,2009-11-02,13.37,23.55,10.17,60.4,3.59,61.53,0.03,0
Azángaro,3859,2009-11-03,7.84,20.53,12.69,70.7,6.61,65.27,0.056,0
Azángaro,3859,2009-11-04,10.1,20.41,10.31,88.0,7.71,63.29,0.003,0
Azángaro,3859,2009-11-05,9.94,19.22,9.28,67.0,6.93,62.15,0.508,0
Azángaro,3859,2009-11-06,4.77,10.81,6.04,88.9,1.8,62.46,0.005,0
Azángaro,3859,2009-11-07,11.6,21.27,9.67,66.5,3.96,62.78,0.582,0
Azángaro,3859,2009-11-08,13.31,23.6,10.29,74.5,3.54,62.12,0.022,0
Azángaro,3859,2009-11-09,13.13,21.81,8.68,80.7,1.74,60.31,0.029,0
Azángaro,3859,2009-11-10,9.87,20.94,11.07,60.3,3.25,63.31,0.029,0
Azángaro,3859,2009-11-11,11.49,23.26,11.77,58.6,3.38,62.76,0.0,0
Azángaro,3859,2009-11-12,14.81,21.99,7.18,71.3,4.28,63.94,0.002,0
Azángaro,3859,2009-11-13,9.46,17.0,7.55,77.3,1.62,63.61,0.158,0
Azángaro,3859,2009-11-14,7.23,15.43,8.21,59.7,1.24,64.13,0.001,0
Azángaro,3859,2009-11-15,10.51,23.37,12.86,53.7,5.51,63.54,0.045,0
Azángaro,3859,2009-11-16,8.5,21.31,12.81,63.7,1.96,64.35,0.003,0
Azángaro,3859,2009-11-17,11.59,23.2,11.61,54.8,2.82,63.19,0.003,0
Azángaro,3859,2009-11-18,15.51,23.82,8.31,57.9,2.64,62.69,0.062,0
Azángaro,3859,2009-11-19,12.74,22.84,10.09,60.1,5.25,62.42,0.027,0
Azángaro,3859,2009-11-20,11.47,18.7,7.23,46.1,4.48,65.35,0.007,0
Azángaro,3859,2009-11-21,12.11,17.36,5.25,63.8,4.5,61.95,0.018,0
Azángaro,3859,2009-11-22,8.12,16.27,8.14,47.5,0.0,61.78,0.111,0
Azángaro,3859,2009-11-23,10.97,22.48,11.51,79.1,6.15,62.23,0.0,0
Azángaro,3859,2009-11-24,7.97,17.6,9.63,93.3,2.94,63.17,0.0,0
Azángaro,3859,2009-11-25,8.3,17.91,9.61,65.4,5.22,62.27,0.008,0
Azángaro,3859,2009-11-26,10.78,18.57,7.79,59.5,0.0,62.81,0.001,0
Azángaro,3859,2009-11-27,6.23,17.21,10.99,67.5,5.38,63.73,0.002,0
Azángaro,3859,2009-11-28,5.66,18.79,13.13,92.0,2.21,62.44,0.001,0
Azángaro,3859,2009-11-29,16.29,28.85,12.56,90.5,6.05,64.77,0.011,0
Azángaro,3859,2009-11-30,10.79,22.04,11.25,62.0,5.82,61.78,0.007,0
Azángaro,3859,2009-12-01,11.83,16.73,4.9,75.8,4.58,61.75,0.001,0
Azángaro,3859,2009-12-02,12.96,15.3,2.34,31.5,5.63,63.43,0.001,0
Azángaro,3859,2009-12-03,11.33,20.8,9.46,58.1,2.74,61.37,0.001,0
Azángaro,3859,2009-12-04,12.53,22.34,9.81,82.4,4.0,61.36,0.0,0
Azángaro,3859,2009-12-05,11.53,14.79,3.25,55.8,2.54,61.96,0.025,0
Azángaro,3859,2009-12-06,13.5,20.24,6.75,75.8,3.57,63.7,0.0,0
Azángaro,3859,2009-12-07,12.61,26.6,14.0,73.7,5.44,62.11,0.0,0
Azángaro,3859,2009-12-08,12.71,23.11,10.39,82.8,5.36,61.72,0.013,0
Azángaro,3859,2009-12-09,12.58,21.08,8.5,53.0,3.45,62.47,0.0,0
Azángaro,3859,2009-12-10,7.87,16.85,8.97,28.0,5.49,63.28,0.002,0
Azángaro,3859,2009-12-11,10.24,20.45,10.22,57.6,1.26,63.45,0.003,0
Azángaro,3859,2009-12-12,9.86,18.43,8.56,42.0,0.45,61.13,0.004,0
Azángaro,3859,2009-12-13,13.15,23.39,10.24,56.2,0.19,62.71,0.0,0
Azángaro,3859,2009-12-14,13.64,22.49,8.85,60.7,3.42,61.91,0.004,0
Azángaro,3859,2009-12-15,12.51,22.84,10.32,62.2,3.12,61.6,0.0,0
Azángaro,3859,2009-12-16,8.11,17.27,9.16,80.2,3.81,63.44,0.0,0
Azángaro,3859,2009-12-17,10.55,14.03,3.48,70.0,3.36,61.59,0.0,0
Azángaro,3859,2009-12-18,8.62,18.92,10.31,55.3,1.99,64.02,0.0,0
Azángaro,3859,2009-12-19,12.79,25.26,12.48,86.9,3.03,63.04,0.0,0
Azángaro,3859,2009-12-20,14.14,23.88,9.74,33.2,0.68,62.0,0.0,0
Azángaro,3859,2009-12-21,9.24,17.47,8.22,77.7,6.43,64.72,0.0,0
Azángaro,3859,2009-12-22,11.75,24.48,12.73,51.2,3.67,63.61,0.0,0
Azángaro,3859,2009-12-23,12.75,22.99,10.24,91.8,0.07,63.44,0.0,0
Azángaro,3859,2009-12-24,10.51,20.24,9.73,54.9,5.34,63.6,0.006,0
Azángaro,3859,2009-12-25,11.81,21.24,9.43,81.9,4.42,62.82,0.0,0
Azángaro,3859,2009-12-26,12.96,19.68,6.73,69.9,3.46,64.26,0.0,0
Azángaro,3859,2009-12-27,9.55,18.48,8.93,75.9,1.94,62.65,0.0,0
Azángaro,3859,2009-12-28,11.05,24.64,13.59,70.4,1.67,63.01,0.007,0
Azángaro,3859,2009-12-29,10.55,19.91,9.36,61.8,0.0,63.64,0.002,0
Azángaro,3859,2009-12-30,14.97,23.29,8.32,44.8,4.8,62.89,0.001,0
Azángaro,3859,2009-12-31,7.65,18.63,10.98,59.4,4.36,63.7,0.001,0
Azángaro,3859,2010-01-01,8.45,21.98,13.54,59.4,0.0,62.92,0.006,0
Azángaro,3859,2010-01-02,12.3,21.74,9.45,41.3,7.3,63.35,0.006,0
Azángaro,3859,2010-01-03,7.95,18.13,10.18,76.9,1.74,61.28,0.0,0
Azángaro,3859,2010-01-04,10.07,22.49,12.42,95.0,4.16,63.29,0.009,0
Azángaro,3859,2010-01-05,9.46,21.45,12.0,54.9,3.49,64.33,0.002,0
Azángaro,3859,2010-01-06,15.22,26.3,11.08,68.3,3.94,62.92,0.028,0
Azángaro,3859,2010-01-07,12.16,18.94,6.79,72.1,2.91,63.69,0.021,0
Azángaro,3859,2010-01-08,8.1,19.09,10.99,54.3,5.57,64.22,0.028,0
Azángaro,3859,2010-01-09,13.18,26.92,13.74,84.4,4.29,64.54,0.002,0
Azángaro,3859,2010-01-10,13.04,20.66,7.63,78.4,1.93,59.98,0.008,0
Azángaro,3859,2010-01-11,8.94,18.73,9.79,91.6,0.44,62.64,0.002,0
Azángaro,3859,2010-01-12,10.0,20.52,10.52,61.8,3.48,62.5,0.0,0
Azángaro,3859,2010-01-13,13.98,24.81,10.83,71.2,4.79,63.26,0.088,0
Azángaro,3859,2010-01-14,10.7,23.45,12.75,78.9,1.91,61.75,0.0,0
Azángaro,3859,2010-01-15,1.3,9.72,8.42,65.7,4.92,63.36,0.055,0
Azángaro,3859,2010-01-16,5.55,11.59,6.04,90.3,3.77,63.83,0.007,0
Azángaro,3859,2010-01-17,3.68,13.06,9.38,71.5,1.76,63.0,0.057,0
Azángaro,3859,2010-01-18,9.65,20.65,11.0,77.6,6.14,63.2,0.006,0
Azángaro,3859,2010-01-19,10.47,21.41,10.94,57.0,4.43,61.7,0.001,0
Azángaro,3859,2010-01-20,11.83,24.78,12.96,64.0,4.44,63.57,0.0,0
Azángaro,3859,2010-01-21,11.32,24.11,12.8,69.7,1.53,62.43,0.153,0
Azángaro,3859,2010-01-22,7.84,15.02,7.18,88.7,5.82,63.4,0.074,0
Azángaro,3859,2010-01-23,10.17,22.36,12.19,72.1,2.14,62.19,0.092,0
Azángaro,3859,2010-01-24,10.06,18.1,8.05,64.0,3.5,63.92,0.0,0
Azángaro,3859,2010-01-25,8.88,16.13,7.25,67.8,2.35,61.85,0.257,0
Azángaro,3859,2010-01-26,14.43,27.68,13.25,63.4,2.58,63.1,0.09,0
Azángaro,3859,2010-01-27,6.83,19.61,12.78,38.1,3.66,62.74,0.049,0
Azángaro,3859,2010-01-28,10.37,17.95,7.58,85.1,2.03,64.39,0.026,0
Azángaro,3859,2010-01-29,7.07,17.3,10.23,91.8,4.09,63.3,0.4,0
Azángaro,3859,2010-01-30,5.86,20.1,14.23,53.1,0.82,63.13,0.066,0
Azángaro,3859,2010-01-31,6.24,16.73,10.49,60.1,1.58,63.44,0.474,0
Azángaro,3859,2010-02-01,9.99,20.75,10.76,65.1,2.85,63.32,0.026,0
Azángaro,3859,2010-02-02,5.6,21.15,15.54,73.7,3.63,63.76,0.001,0
Azángaro,3859,2010-02-03,6.09,18.81,12.72,77.7,2.11,61.44,0.0,0
Azángaro,3859,2010-02-04,11.39,24.13,12.74,46.5,5.69,62.72,0.0,0
Azángaro,3859,2010-02-05,9.8,19.59,9.79,95.0,3.49,62.25,0.007,0
Azángaro,3859,2010-02-06,11.68,20.21,8.53,76.4,1.43,64.47,0.674,0
Azángaro,3859,2010-02-07,8.0,21.2,13.2,82.7,4.11,64.19,0.488,0
Azángaro,3859,2010-02-08,9.39,17.64,8.25,81.0,6.04,64.21,0.002,0
Azángaro,3859,2010-02-09,8.73,21.48,12.74,39.9,2.05,65.12,0.045,0
Azángaro,3859,2010-02-10,8.23,21.25,13.02,71.3,2.34,64.14,0.079,0
Azángaro,3859,2010-02-11,10.12,19.49,9.37,82.9,5.42,61.17,0.372,0
Azángaro,3859,2010-02-12,5.63,14.36,8.73,60.6,5.12,62.69,0.006,0
Azángaro,3859,2010-02-13,7.25,18.97,11.72,63.5,3.02,64.16,0.0,0
Azángaro,3859,2010-02-14,12.21,19.78,7.58,71.1,2.32,63.03,0.105,0
Azángaro,3859,2010-02-15,6.9,24.66,17.76,92.0,0.04,61.86,0.391,0
Azángaro,3859,2010-02-16,12.89,28.57,15.68,68.2,3.67,62.93,0.395,0
Azángaro,3859,2010-02-17,7.76,23.0,15.24,74.1,5.29,62.13,0.022,0
Azángaro,3859,2010-02-18,10.7,22.18,11.47,41.5,0.15,62.79,0.037,0
Azángaro,3859,2010-02-19,7.21,15.99,8.77,63.0,4.55,62.82,0.176,0
Azángaro,3859,2010-02-20,4.15,10.89,6.73,69.6,0.17,62.56,0.82,0
Azángaro,3859,2010-02-21,9.67,17.03,7.36,77.5,6.47,62.09,0.117,0
Azángaro,3859,2010-02-22,7.16,21.62,14.45,71.2,2.68,62.57,0.026,0
Azángaro,3859,2010-02-23,11.71,27.25,15.54,75.9,3.24,61.8,0.0,0
Azángaro,3859,2010-02-24,9.17,17.07,7.89,93.9,1.77,62.9,0.265,0
Azángaro,3859,2010-02-25,6.5,20.13,13.64,39.0,0.28,62.72,0.325,0
Azángaro,3859,2010-02-26,9.58,28.84,19.27,62.7,0.86,63.25,0.033,0
Azángaro,3859,2010-02-27,3.17,15.52,12.35,53.8,0.6,63.14,0.001,0
Azángaro,3859,2010-02-28,7.6,17.85,10.25,67.4,4.74,62.45,0.001,0
Azángaro,3859,2010-03-01,9.5,20.88,11.38,55.5,3.72,61.03,0.022,0
Azángaro,3859,2010-03-02,5.9,17.9,11.99,83.4,3.96,62.5,0.176,0
Azángaro,3859,2010-03-03,5.59,16.68,11.09,54.9,3.82,63.34,0.016,0
Azángaro,3859,2010-03-04,2.12,12.85,10.73,61.3,6.3,61.5,0.039,0
Azángaro,3859,2010-03-05,10.26,16.4,6.14,68.3,1.87,63.53,1.195,0
Azángaro,3859,2010-03-06,6.58,18.75,12.17,95.0,5.05,62.53,0.081,0
Azángaro,3859,2010-03-07,7.34,21.71,14.38,78.6,1.09,61.86,0.265,0
Azángaro,3859,2010-03-08,7.74,22.02,14.27,73.0,3.51,63.61,0.135,0
Azángaro,3859,2010-03-09,7.54,14.47,6.93,86.3,2.73,62.62,0.033,0
Azángaro,3859,2010-03-10,7.93,21.72,13.79,89.1,1.32,63.71,0.406,0
Azángaro,3859,2010-03-11,8.82,21.25,12.43,63.4,8.89,63.31,0.291,0
Azángaro,3859,2010-03-12,7.23,17.14,9.91,73.9,4.95,62.91,0.22,0
Azángaro,3859,2010-03-13,3.16,14.99,11.83,79.3,0.07,61.28,0.012,0
Azángaro,3859,2010-03-14,3.72,13.81,10.09,54.4,0.78,64.09,0.227,0
Azángaro,3859,2010-03-15,4.41,18.59,14.17,89.1,5.68,63.61,1.36,0
Azángaro,3859,2010-03-16,3.68,15.38,11.7,95.0,6.68,62.53,0.307,0
Azángaro,3859,2010-03-17,7.19,20.82,13.63,64.1,2.68,63.96,0.396,0
Azángaro,3859,2010-03-18,4.39,17.96,13.57,73.3,3.89,62.04,0.102,0
Azángaro,3859,2010-03-19,7.05,16.28,9.24,71.8,7.2,62.96,0.0,0
Azángaro,3859,2010-03-20,2.92,12.15,9.24,95.0,0.0,63.61,0.071,0
Azángaro,3859,2010-03-21,9.28,19.41,10.13,79.4,1.98,62.94,0.0,0
Azángaro,3859,2010-03-22,3.28,14.59,11.31,74.9,3.7,63.48,0.327,0
Azángaro,3859,2010-03-23,3.99,20.15,16.15,93.7,5.62,61.39,0.059,0
Azángaro,3859,2010-03-24,7.63,20.4,12.77,95.0,3.37,64.66,0.184,0
Azángaro,3859,2010-03-25,5.07,18.16,13.1,82.2,3.9,62.4,1.017,0
Azángaro,3859,2010-03-26,3.61,16.26,12.65,94.6,3.94,60.82,0.071,0
Azángaro,3859,2010-03-27,4.21,19.55,15.34,78.8,3.87,64.42,0.004,0
Azángaro,3859,2010-03-28,4.62,16.78,12.15,51.6,2.02,63.63,0.207,0
Azángaro,3859,2010-03-29,2.98,13.92,10.94,92.0,0.7,60.79,0.316,0
Azángaro,3859,2010-03-30,2.08,13.24,11.16,75.5,2.11,62.92,2.322,0
Azángaro,3859,2010-03-31,4.45,19.03,14.57,56.2,3.59,64.58,0.97,0
Azángaro,3859,2010-04-01,-0.33,17.93,18.26,56.0,3.92,63.73,0.362,1
Azángaro,3859,2010-04-02,-1.23,9.99,11.22,69.9,2.74,63.15,0.194,1
Azángaro,3859,2010-04-03,1.17,12.87,11.7,71.8,0.0,63.43,0.0,0
Azángaro,3859,2010-04-04,4.85,16.15,11.29,79.5,0.0,63.69,0.695,0
Azángaro,3859,2010-04-05,3.21,13.87,10.65,77.1,0.0,61.8,0.681,0
Azángaro,3859,2010-04-06,8.25,23.72,15.47,87.1,4.29,62.55,0.174,0
Azángaro,3859,2010-04-07,7.66,21.99,14.33,88.1,7.46,61.38,0.862,0
Azángaro,3859,2010-04-08,0.84,13.13,12.29,93.9,5.26,63.14,0.006,0
Azángaro,3859,2010-04-09,-0.24,14.4,14.64,75.2,0.0,62.39,0.0,1
Azángaro,3859,2010-04-10,0.1,14.78,14.68,59.1,2.33,63.58,0.069,0
Azángaro,3859,2010-04-11,6.32,17.63,11.32,63.2,5.19,63.97,0.12,0
Azángaro,3859,2010-04-12,6.93,17.52,10.59,50.0,6.74,63.04,0.009,0
Azángaro,3859,2010-04-13,5.63,10.91,5.28,50.2,3.17,63.33,3.202,0
Azángaro,3859,2010-04-14,2.98,19.56,16.58,70.9,5.04,62.99,0.086,0
Azángaro,3859,2010-04-15,2.32,11.92,9.6,58.2,3.01,62.87,0.553,0
Azángaro,3859,2010-04-16,2.66,15.94,13.28,92.4,8.03,60.93,0.115,0
Azángaro,3859,2010-04-17,2.35,19.33,16.97,89.7,1.14,62.86,0.0,0
Azángaro,3859,2010-04-18,0.97,10.29,9.32,77.9,5.25,62.2,0.538,0
Azángaro,3859,2010-04-19,3.34,16.24,12.89,63.2,0.09,61.83,0.033,0
Azángaro,3859,2010-04-20,-0.37,13.23,13.61,63.0,2.99,61.91,0.432,1
Azángaro,3859,2010-04-21,2.88,16.88,14.0,95.0,4.23,62.53,0.736,0
Azángaro,3859,2010-04-22,1.99,14.35,12.36,79.4,5.23,62.79,0.074,0
Azángaro,3859,2010-04-23,4.84,14.33,9.49,82.0,3.59,63.58,0.665,0
Azángaro,3859,2010-04-24,4.43,19.21,14.78,95.0,8.88,62.59,0.455,0
Azángaro,3859,2010-04-25,-0.04,9.14,9.18,77.0,3.19,62.54,3.691,1
Azángaro,3859,2010-04-26,0.27,15.2,14.92,78.2,2.17,64.9,0.007,0
Azángaro,3859,2010-04-27,4.54,17.74,13.21,92.9,3.68,62.05,0.091,0
Azángaro,3859,2010-04-28,2.2,12.33,10.12,34.1,4.26,62.23,0.0,0
Azángaro,3859,2010-04-29,3.27,13.45,10.17,54.7,0.0,63.84,4.036,0
Azángaro,3859,2010-04-30,0.88,9.04,8.16,95.0,3.16,64.09,0.327,0
Azángaro,3859,2010-05-01,-2.8,9.43,12.22,63.5,7.47,64.15,0.386,1
Azángaro,3859,2010-05-02,3.37,9.84,6.46,75.9,4.28,62.0,0.115,0
Azángaro,3859,2010-05-03,0.92,8.9,7.98,57.8,3.87,62.42,1.09,0
Azángaro,3859,2010-05-04,3.49,18.44,14.95,65.9,4.59,63.8,0.109,0
Azángaro,3859,2010-05-05,1.81,13.2,11.39,66.3,1.96,61.99,0.002,0
Azángaro,3859,2010-05-06,4.92,19.54,14.63,79.9,4.88,62.93,0.001,0
Azángaro,3859,2010-05-07,4.82,14.18,9.37,73.3,6.51,60.29,2.153,0
Azángaro,3859,2010-05-08,-1.69,11.63,13.32,67.9,5.85,62.72,0.159,1
Azángaro,3859,2010-05-09,-1.04,9.99,11.03,70.3,2.77,62.52,0.0,1
Azángaro,3859,2010-05-10,1.59,10.36,8.77,50.2,1.81,60.65,0.019,0
Azángaro,3859,2010-05-11,1.7,11.45,9.76,84.7,1.42,62.5,1.433,0
Azángaro,3859,2010-05-12,-2.59,7.4,9.99,72.6,2.31,62.81,0.242,1
Azángaro,3859,2010-05-13,2.23,16.08,13.85,57.5,5.55,65.96,0.0,0
Azángaro,3859,2010-05-14,2.11,14.24,12.13,55.9,4.52,61.74,0.107,0
Azángaro,3859,2010-05-15,-1.47,15.94,17.41,94.0,3.21,62.54,0.058,1
Azángaro,3859,2010-05-16,4.25,17.34,13.09,70.6,0.49,63.33,1.123,0
Azángaro,3859,2010-05-17,-2.03,6.68,8.7,67.8,7.01,61.22,5.714,1
Azángaro,3859,2010-05-18,3.11,10.23,7.12,75.2,7.34,63.62,0.021,0
Azángaro,3859,2010-05-19,-1.99,14.54,16.53,92.2,6.88,61.3,1.166,1
Azángaro,3859,2010-05-20,3.77,13.35,9.59,95.0,4.4,63.27,0.145,0
Azángaro,3859,2010-05-21,-6.97,4.32,11.29,46.1,4.03,61.58,0.0,1
Azángaro,3859,2010-05-22,2.95,10.72,7.77,66.0,4.91,61.34,0.163,0
Azángaro,3859,2010-05-23,4.08,14.9,10.82,75.6,1.31,62.05,0.714,0
Azángaro,3859,2010-05-24,1.43,15.38,13.95,65.0,2.0,64.18,1.645,0
Azángaro,3859,2010-05-25,-3.11,15.61,18.72,75.8,4.77,61.84,0.795,1
Azángaro,3859,2010-05-26,0.41,8.3,7.88,80.0,6.21,63.01,0.208,0
Azángaro,3859,2010-05-27,-3.44,6.57,10.0,67.7,0.0,62.84,0.171,1
Azángaro,3859,2010-05-28,-0.24,10.22,10.46,78.4,2.85,63.38,0.395,1
Azángaro,3859,2010-05-29,-0.25,17.96,18.21,56.1,4.51,61.31,0.151,1
Azángaro,3859,2010-05-30,0.79,8.25,7.45,60.3,4.96,61.78,0.164,0
Azángaro,3859,2010-05-31,-1.24,11.55,12.79,84.2,4.59,63.91,0.507,1
Azángaro,3859,2010-06-01,-4.46,0.81,5.27,82.7,3.24,61.54,0.046,1
Azángaro,3859,2010-06-02,0.43,6.79,6.36,92.7,0.0,61.09,0.444,0
Azángaro,3859,2010-06-03,-1.95,9.42,11.37,83.1,0.16,63.33,0.001,1
Azángaro,3859,2010-06-04,-4.49,8.18,12.67,90.2,5.24,62.85,0.255,1
Azángaro,3859,2010-06-05,-0.81,10.96,11.77,70.6,0.32,62.03,0.006,1
Azángaro,3859,2010-06-06,1.23,14.44,13.21,51.8,5.79,62.64,0.007,0
Azángaro,3859,2010-06-07,0.61,13.61,13.0,57.8,2.83,62.83,0.463,0
Azángaro,3859,2010-06-08,-1.47,8.75,10.22,86.2,3.0,62.88,0.368,1
Azángaro,3859,2010-06-09,-0.45,8.28,8.73,84.1,2.51,65.42,0.145,1
Azángaro,3859,2010-06-10,1.59,11.54,9.95,90.3,4.84,64.01,2.302,0
Azángaro,3859,2010-06-11,-4.61,5.53,10.14,85.3,1.83,63.37,0.403,1
Azángaro,3859,2010-06-12,0.19,8.11,7.92,76.3,1.35,61.87,0.021,0
Azángaro,3859,2010-06-13,-2.94,10.08,13.02,92.1,5.51,63.71,2.166,1
Azángaro,3859,2010-06-14,-0.59,7.32,7.9,75.7,2.66,61.45,0.441,1
Azángaro,3859,2010-06-15,4.38,17.29,12.91,60.9,4.17,62.61,0.33,0
Azángaro,3859,2010-06-16,3.72,14.33,10.61,69.7,5.38,62.58,0.022,0
Azángaro,3859,2010-06-17,-1.24,9.99,11.22,92.5,1.88,62.42,0.783,1
Azángaro,3859,2010-06-18,1.62,12.13,10.5,68.5,4.73,60.51,0.174,0
Azángaro,3859,2010-06-19,-3.56,7.47,11.03,62.7,7.1,61.78,0.332,1
Azángaro,3859,2010-06-20,0.05,8.68,8.64,85.8,1.91,63.63,0.057,0
Azángaro,3859,2010-06-21,-1.74,12.92,14.66,58.3,1.15,63.43,0.166,1
Azángaro,3859,2010-06-22,0.83,13.93,13.1,81.8,3.05,62.58,0.112,0
Azángaro,3859,2010-06-23,-3.12,5.45,8.57,91.2,0.0,62.15,0.222,1
Azángaro,3859,2010-06-24,-0.34,9.12,9.45,48.6,6.01,63.23,0.363,1
Azángaro,3859,2010-06-25,1.59,13.01,11.41,65.7,3.46,61.78,0.044,0
Azángaro,3859,2010-06-26,-5.55,3.58,9.12,78.3,1.45,61.7,0.225,1
Azángaro,3859,2010-06-27,3.2,11.88,8.68,76.9,4.77,63.15,0.21,0
Azángaro,3859,2010-06-28,-1.86,9.86,11.72,80.5,1.49,62.4,3.423,1
Azángaro,3859,2010-06-29,-5.23,4.87,10.1,76.3,0.0,63.36,0.127,1
Azángaro,3859,2010-06-30,0.85,10.6,9.76,65.3,3.58,63.56,0.013,0
Azángaro,3859,2010-07-01,-3.39,6.45,9.84,61.2,3.89,63.61,2.134,1
Azángaro,3859,2010-07-02,-4.21,1.45,5.66,82.4,1.1,62.47,0.397,1
Azángaro,3859,2010-07-03,-3.98,11.28,15.25,69.5,1.09,63.21,0.231,1
Azángaro,3859,2010-07-04,0.11,7.97,7.85,69.0,1.02,62.11,0.342,0
Azángaro,3859,2010-07-05,-0.28,7.2,7.48,63.4,6.64,63.73,0.154,1
Azángaro,3859,2010-07-06,-0.07,4.22,4.29,78.7,7.01,62.0,0.005,1
Azángaro,3859,2010-07-07,-0.93,7.35,8.29,95.0,2.38,62.94,1.326,1
Azángaro,3859,2010-07-08,-1.91,10.37,12.28,73.0,2.67,63.54,0.049,1
Azángaro,3859,2010-07-09,1.34,9.77,8.43,65.6,1.08,62.45,0.913,0
Azángaro,3859,2010-07-10,0.24,6.55,6.31,84.3,4.93,63.8,0.035,0
Azángaro,3859,2010-07-11,-4.88,5.96,10.84,94.9,4.15,61.83,0.01,1
Azángaro,3859,2010-07-12,-1.29,7.56,8.85,70.0,1.44,62.79,1.377,1
Azángaro,3859,2010-07-13,-3.95,3.31,7.26,73.7,5.7,63.28,0.015,1
Azángaro,3859,2010-07-14,0.93,7.87,6.94,66.6,6.52,62.35,0.141,0
Azángaro,3859,2010-07-15,1.4,11.02,9.62,60.9,2.68,62.37,0.082,0
Azángaro,3859,2010-07-16,-4.14,2.55,6.69,61.1,4.64,63.3,0.836,1
Azángaro,3859,2010-07-17,-1.37,7.81,9.18,85.1,3.31,62.98,0.269,1
Azángaro,3859,2010-07-18,-1.51,6.23,7.75,57.0,2.79,61.83,0.329,1
Azángaro,3859,2010-07-19,0.27,12.18,11.91,67.7,4.34,63.25,1.274,0
Azángaro,3859,2010-07-20,3.42,15.47,12.05,95.0,8.03,63.42,4.912,0
Azángaro,3859,2010-07-21,-1.33,6.89,8.22,58.1,2.8,60.69,1.308,1
Azángaro,3859,2010-07-22,3.68,10.53,6.84,65.6,4.4,62.41,0.353,0
Azángaro,3859,2010-07-23,-0.16,7.76,7.92,64.3,4.59,63.72,2.009,1
Azángaro,3859,2010-07-24,-2.36,7.87,10.23,63.2,1.83,61.97,1.251,1
Azángaro,3859,2010-07-25,-0.25,7.24,7.49,60.8,1.99,62.07,0.888,1
Azángaro,3859,2010-07-26,2.28,9.88,7.6,77.4,5.01,62.38,0.073,0
Azángaro,3859,2010-07-27,-3.1,8.72,11.82,61.3,6.19,64.24,0.014,1
Azángaro,3859,2010-07-28,1.93,13.85,11.92,38.7,7.89,63.08,0.0,0
Azángaro,3859,2010-07-29,-2.01,9.44,11.45,66.6,5.96,62.4,0.934,1
Azángaro,3859,2010-07-30,2.97,8.06,5.08,68.5,2.13,62.7,0.039,0
Azángaro,3859,2010-07-31,2.03,5.49,3.46,50.1,4.95,62.54,0.773,0
Azángaro,3859,2010-08-01,-0.85,6.89,7.73,33.4,3.34,63.46,1.15,1
Azángaro,3859,2010-08-02,2.24,11.24,9.0,50.3,1.15,61.81,0.438,0
Azángaro,3859,2010-08-03,2.7,9.37,6.66,80.9,2.7,62.89,0.102,0
Azángaro,3859,2010-08-04,0.17,13.96,13.78,56.6,3.79,64.2,0.584,0
Azángaro,3859,2010-08-05,-0.46,8.59,9.05,77.6,6.87,62.66,0.47,1
Azángaro,3859,2010-08-06,1.51,10.82,9.31,69.5,4.77,63.63,0.001,0
Azángaro,3859,2010-08-07,-0.89,7.44,8.33,74.0,1.63,62.39,0.009,1
Azángaro,3859,2010-08-08,2.8,12.64,9.84,38.2,5.26,62.3,0.02,0
Azángaro,3859,2010-08-09,3.63,16.22,12.59,67.9,7.42,63.7,0.117,0
Azángaro,3859,2010-08-10,1.63,5.83,4.2,63.7,4.17,64.18,0.007,0
Azángaro,3859,2010-08-11,-0.02,11.85,11.87,79.3,4.14,61.93,0.997,1
Azángaro,3859,2010-08-12,2.06,12.09,10.03,63.9,2.57,64.39,3.753,0
Azángaro,3859,2010-08-13,-1.48,8.66,10.14,87.6,3.95,61.83,0.788,1
Azángaro,3859,2010-08-14,2.08,14.44,12.35,85.0,2.15,62.07,0.394,0
Azángaro,3859,2010-08-15,5.54,14.61,9.07,61.4,2.69,63.25,0.0,0
Azángaro,3859,2010-08-16,2.96,5.69,2.72,75.6,4.25,62.41,0.073,0
Azángaro,3859,2010-08-17,-1.15,12.21,13.36,62.1,4.17,62.55,0.021,1
Azángaro,3859,2010-08-18,3.78,10.26,6.48,48.0,4.44,63.05,1.458,0
Azángaro,3859,2010-08-19,-0.15,5.8,5.95,44.1,3.8,63.29,0.135,1
Azángaro,3859,2010-08-20,0.66,12.49,11.84,62.4,1.33,62.69,0.089,0
Azángaro,3859,2010-08-21,0.32,11.04,10.72,62.5,6.39,63.27,0.181,0
Azángaro,3859,2010-08-22,1.19,10.79,9.61,68.3,2.45,62.58,0.331,0
Azángaro,3859,2010-08-23,1.47,6.95,5.48,77.2,1.64,62.76,0.035,0
Azángaro,3859,2010-08-24,0.83,9.02,8.19,95.0,0.88,62.22,1.223,0
Azángaro,3859,2010-08-25,1.53,13.64,12.11,37.4,3.58,63.34,0.033,0
Azángaro,3859,2010-08-26,4.15,7.08,2.92,48.5,0.0,63.82,3.164,0
Azángaro,3859,2010-08-27,3.5,15.4,11.89,45.4,0.0,62.0,0.15,0
Azángaro,3859,2010-08-28,2.63,12.15,9.52,60.7,7.49,62.47,0.034,0
Azángaro,3859,2010-08-29,3.1,9.06,5.95,75.9,0.82,61.8,0.045,0
